,Semester,Year,Status,Major...7,Class,Gender...9,Finance?,Non-Business,Section,Survey Y/N,Day/Evening,Food Service,Apparel/Sewing,Other Consumer,Cottage Food,random_id,CompanyLetter,Learning Team,Faculty,Business Name
251,Fall,2023,Registered(06/08/2023),Bus Mgmt Marketing,JR,Female,No,No,3,Y,Evening Operations (8-11AM & 7-10PM roughly),Very Interested,Indifferent or No Opinion,Not Interested,Indifferent or No Opinion,945WTJV8014WU956,C,1,Rob Tietjen,Tia Tortilla
252,Spring,2023,Registered(03/06/2023),International Studies,SR,Female,No,Yes,7,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Very Interested,Not Interested,Not Interested,664VDZB1350OL428,G,2,Brian Christensen,Brims
253,Spring,2022,Registered(03/04/2022),Business Finance,SR,Male,Yes,No,5,Y,I'm fine with either option,Very Interested,Very Interested,Very Interested,Very Interested,989JMBU6800GG997,NA,NA,NA,#N/A
254,Fall,2023,Registered(06/09/2023),Business Management,SO,Female,No,No,5,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Very Interested,Indifferent or No Opinion,Very Interested,853BSIK4312HB466,E,2,Jared Peterson,Off-Shore
255,Fall,2022,Registered(06/08/2022),Business Management,SR,Male,No,No,3,Y,Daytime,Very Interested,No Opinion,No Opinion,Very Interested,662CLPY6207WT915,NA,NA,NA,#N/A
256,Fall,2022,Registered(06/08/2022),Business Management,JR,Female,No,No,2,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,104VQCV3602TO217,NA,NA,NA,#N/A
257,Fall,2023,Registered(06/28/2023),Bus Mgmt Marketing,JR,Female,No,No,5,Y,Daytime Operations (8AM-2PM roughly),Not Interested,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,975TDEM3153HP470,E,1,Jared Peterson,Off-Shore
258,Spring,2023,Registered(03/07/2023),Bus Mgmt Marketing,JR,Male,No,No,1,Y,Daytime Operations (8AM-2PM roughly),Not Interested,Very Interested,Very Interested,Not Interested,731KFAM4645NE948,A,2,Scott Pope,1793 & Co
259,Spring,2022,Registered(03/11/2022),Interdisciplinary,SO,Male,No,Yes,2,Y,Daytime Operations (8AM-2PM),Very Interested,Not Interested,Indifferent or No Opinion,Very Interested,103WWFK8073XB931,NA,NA,NA,#N/A
260,Spring,2022,Registered(03/04/2022),Automotive Tech Mgmt,JR,Male,No,Yes,3,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Indifferent or No Opinion,Not Interested,Indifferent or No Opinion,641IVVK9307SI187,NA,NA,NA,#N/A
261,Spring,2023,Registered(03/14/2023),Business Management,JR,Male,No,No,9,Y,I'm fine with either option,Very Interested,Indifferent or No Opinion,Not Interested,Very Interested,969OFWE5428RR779,I,2,Dave Rowe,Easy Peasy
262,Spring,2023,Registered(03/06/2023),Bus Mgmt Marketing,SR,Female,No,No,2,Y,Evening Operations (8-11AM & 7-10PM roughly),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,505LVCM4422IK819,B,1,Rob Tietjen,Walk'in Tacos
263,Fall,2023,Registered(06/06/2023),Automotive Tech Mgmt,SR,Male,No,Yes,7,N,N/A,N/A,N/A,N/A,N/A,419SNTZ2557JX443,G,1,Drew Eagar,Mac Dad
264,Fall,2022,Registered(05/27/2022),Horticulture,JR,Male,No,Yes,7,Y,Daytime,Not Interested,Very Interested,Not Interested,Very Interested,172UWBL1257XF335,NA,NA,NA,#N/A
265,Spring,2023,Registered(03/13/2023),FCS Apparel Entrepreneur,SR,Female,No,Yes,7,N,NA,N/A,N/A,N/A,N/A,674YFJM4384XK451,G,1,Brian Christensen,Brims
266,Fall,2023,Registered(06/06/2023),Bus Mgmt Marketing,JR,Female,No,No,7,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Not Interested,Very Interested,Not Interested,401WEYP8373AB844,G,1,Drew Eagar,Mac Dad
267,Fall,2022,Registered(06/13/2022),Business Management,SO,Female,No,No,3,Y,Daytime,No Opinion,Very Interested,No Opinion,Very Interested,902VPVC6839DO682,NA,NA,NA,#N/A
268,Fall,2022,Registered(06/13/2022),Business Finance,SO,Male,Yes,No,1,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,212OTEL4298IV769,NA,NA,NA,#N/A
269,Spring,2022,Registered(03/04/2022),Bus Mgmt Marketing,SR,Male,No,No,5,Y,NA,Indifferent or No Opinion,Indifferent or No Opinion,Very Interested,Very Interested,281QJJJ6827WZ744,NA,NA,NA,#N/A
270,Spring,2023,Registered(03/14/2023),Bus Mgmt Marketing,SO,Female,No,No,1,N,NA,N/A,N/A,N/A,N/A,472NBND7089FY549,A,1,Scott Pope,1793 & Co
271,Spring,2023,Registered(03/16/2023),Business Management,SR,Male,No,No,2,Y,Evening Operations (8-11AM & 7-10PM roughly),Very Interested,Very Interested,Indifferent or No Opinion,Not Interested,312LCQA9697XA428,B,3,Rob Tietjen,Walk'in Tacos
272,Spring,2023,Registered(03/06/2023),Business Management,SR,Male,No,No,7,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Not Interested,Very Interested,Indifferent or No Opinion,825PAYN7764WS346,G,1,Brian Christensen,Brims
273,Fall,2023,Registered(09/12/2023),Business Finance,JR,Male,No,No,7,N,N/A,N/A,N/A,N/A,N/A,246HZLE7342ZA127,G,3,Drew Eagar,Mac Dad
274,Spring,2022,Registered(03/07/2022),FCS Apparel Entrepreneur,SR,Female,No,Yes,5,Y,NA,Indifferent or No Opinion,Very Interested,Very Interested,Not Interested,264KCJJ6103OZ707,NA,NA,NA,#N/A
275,Spring,2022,Registered(03/08/2022),Bus Mgmt Marketing,JR,Male,No,No,3,N,Daytime Operations (8AM-2PM),N/A,N/A,N/A,N/A,732LHPD1143WH836,NA,NA,NA,#N/A
276,Spring,2022,Registered(03/15/2022),Business Management,SO,Male,No,No,6,N,NA,N/A,N/A,N/A,N/A,530RXUT7177UQ261,NA,NA,NA,#N/A
277,Spring,2023,Registered(03/03/2023),Business Management,SR,Female,No,No,2,N,NA,N/A,N/A,N/A,N/A,217GGVO8797QH103,B,2,Rob Tietjen,Walk'in Tacos
278,Fall,2022,Registered(06/08/2022),Business Management,JR,Female,No,No,7,Y,Daytime,Very Interested,Very Interested,Not Interested,No Opinion,194IRXT3615KG915,NA,NA,NA,#N/A
279,Spring,2023,Registered(03/08/2023),Business Management,JR,Male,No,No,7,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,570UNOA9244KJ403,G,2,Brian Christensen,Brims
280,Spring,2023,Registered(03/14/2023),Business Management,SO,Male,No,No,8,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Not Interested,Indifferent or No Opinion,Indifferent or No Opinion,107UBPA8483YB742,H,2,Charlie Crump,Dippers
281,Spring,2022,Registered(03/04/2022),Business Finance,JR,Male,Yes,No,7,Y,NA,Indifferent or No Opinion,Indifferent or No Opinion,Not Interested,Very Interested,662ZBLV4443OC228,NA,NA,NA,#N/A
282,Winter,2023,Registered(11/13/2022),Bus Mgmt Marketing,JR,Female,No,No,2,N,NA,N/A,N/A,N/A,N/A,777UISK5044SD990,B,3,Robert Wilson,Unboxed
283,Fall,2022,Registered(06/09/2022),Marriage and Fam Studies,JR,Male,No,Yes,2,Y,Daytime,Very Interested,No Opinion,Not Interested,Very Interested,614RSJU1849RH989,NA,NA,NA,#N/A
284,Spring,2023,Registered(03/09/2023),Business Management,JR,Male,No,No,4,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Not Interested,Very Interested,Very Interested,789BZIO9751HC123,D,1,Jared Peterson,Dashing Dough
285,Fall,2022,Registered(09/13/2022),TBD,SR,Female,No,No,7,Y,Daytime,No Opinion,No Opinion,Not Interested,No Opinion,162DGVC6520ZX821,NA,NA,NA,#N/A
286,Winter,2023,Registered(11/11/2022),Bus Mgmt Marketing,SR,Male,No,No,1,N,NA,N/A,N/A,N/A,N/A,906DPSL9110YX306,A,1,Charlie Crump,Golden Links
287,Fall,2022,Registered(06/13/2022),Bus Mgmt Marketing,JR,Male,No,No,4,Y,Daytime,Not Interested,Very Interested,Not Interested,Very Interested,739OUIJ1450IF404,NA,NA,NA,#N/A
288,Spring,2022,Registered(03/08/2022),Business Management,JR,Female,No,No,4,Y,NA,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,236ECCG5263AI292,NA,NA,NA,#N/A
289,Spring,2022,Registered(03/04/2022),Bus Mgmt Marketing,JR,Male,No,No,1,Y,Daytime Operations (8AM-2PM),Not Interested,Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,941FXIN8338SN870,NA,NA,NA,#N/A
290,Fall,2023,Registered(06/12/2023),Bus Mgmt Marketing,SO,Female,No,No,2,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Very Interested,Very Interested,Not Interested,688JSRI7974ED404,B,1,Mary Maroon,Homeslice
291,Winter,2023,Registered(11/21/2022),Biomedical Science,JR,Male,No,Yes,6,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,426IYUV4782MX780,F,2,Chris Boyce,CereALLS
292,Fall,2022,Registered(06/07/2022),Bus Mgmt Marketing,SR,Male,No,No,4,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,699OMXT1746GS945,NA,NA,NA,#N/A
293,Fall,2023,Registered(06/09/2023),Business Management,SO,Female,No,No,1,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Very Interested,Very Interested,Not Interested,978DRRO4885VF580,A,3,Scott Pope,CheFigo
294,Spring,2023,Registered(03/06/2023),Business Management,JR,Female,No,No,3,Y,Daytime Operations (8AM-2PM roughly),Not Interested,Very Interested,Very Interested,Not Interested,712DXBK2182HK244,C,2,Chris Boyce,The Chap Shack
295,Fall,2023,Registered(06/07/2023),Financial Economics,JR,Male,Yes,Yes,1,N,N/A,N/A,N/A,N/A,N/A,136RAPX5013NS759,A,1,Scott Pope,CheFigo
296,Fall,2022,Registered(06/12/2022),Business Management,JR,Male,No,No,1,Y,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,632UIRB1576GR362,NA,NA,NA,#N/A
297,Winter,2023,Registered(11/04/2022),Business Management,SR,Male,No,No,4,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,632UIRB1576GR362,D,2,Alan Thompson,Swift Blend
298,Fall,2023,Registered(06/09/2023),FCS Apparel Entrepreneur,SR,Female,No,Yes,4,Y,Daytime Operations (8AM-2PM roughly),Not Interested,Very Interested,Indifferent or No Opinion,Not Interested,963UQYP6679NV144,D,3,Chris Boyce,Your Signature Jewlery
299,Spring,2023,Registered(03/07/2023),Bus Mgmt Marketing,SR,Male,No,No,7,N,NA,N/A,N/A,N/A,N/A,375EUTD5559TE790,G,2,Brian Christensen,Brims
300,Fall,2023,Registered(06/09/2023),Business Management,JR,Female,No,No,5,N,N/A,N/A,N/A,N/A,N/A,466ADYX8402XW973,E,1,Jared Peterson,Off-Shore
301,Spring,2022,Registered(03/03/2022),Bus Mgmt Marketing,SR,Female,No,No,3,N,Daytime Operations (8AM-2PM),N/A,N/A,N/A,N/A,669ZZNL6825YY407,NA,NA,NA,#N/A
302,Winter,2023,Registered(12/06/2022),Business Management,JR,Male,No,No,8,N,NA,N/A,N/A,N/A,N/A,577UTZQ2011XT714,H,2,Jared Eberhard,Wickalicous
303,Spring,2023,Registered(03/07/2023),Bus Mgmt Marketing,SR,Male,No,No,4,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Very Interested,Indifferent or No Opinion,Very Interested,998UJJE1289IH632,D,2,Jared Peterson,Dashing Dough
304,Fall,2022,Registered(08/18/2022),Bus Mgmt Marketing,JR,Male,No,No,7,N,NA,NA,NA,NA,NA,517CLUF4590LS340,NA,NA,NA,#N/A
305,Fall,2022,Registered(06/10/2022),Bus Mgmt Marketing,JR,Male,No,No,2,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,723ZDQK2103VE843,NA,NA,NA,#N/A
306,Spring,2023,Registered(03/09/2023),Bus Mgmt Marketing,JR,Male,No,No,6,N,NA,N/A,N/A,N/A,N/A,330GEMW8092XB634,F,1,Kent Lundin,New Life
307,Winter,2023,Registered(11/11/2022),Communication,JR,Female,No,Yes,8,Y,Daytime Operations (8AM-2PM),Very Interested,Very Interested,Very Interested,Very Interested,160BZXA5204VL789,H,1,Jared Eberhard,Wickalicous
308,Fall,2022,Registered(06/06/2022),Business Management,SR,Male,No,No,2,Y,Daytime,Very Interested,Very Interested,No Opinion,Very Interested,328NXJI4286FQ568,NA,NA,NA,#N/A
309,Winter,2023,Registered(11/09/2022),Bus Mgmt Marketing,JR,Male,No,No,3,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,377PLJN3774US702,C,3,Drew Eager,Rogers
310,Fall,2022,Registered(06/09/2022),Therapeutic Recreation,SO,Female,No,Yes,8,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,141EGTD5665VY503,NA,NA,NA,#N/A
311,Spring,2022,Registered(03/03/2022),Business Management,SR,Female,No,No,1,N,NA,N/A,N/A,N/A,N/A,188TOMU3536GH931,NA,NA,NA,#N/A
312,Spring,2022,Registered(03/11/2022),Business Management,SO,Female,No,No,3,Y,Daytime Operations (8AM-2PM),Not Interested,Very Interested,Not Interested,Not Interested,859EEGS7405GG272,NA,NA,NA,#N/A
313,Fall,2023,Registered(06/08/2023),Interdisciplinary,JR,Female,No,Yes,8,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,Very Interested,752SZFO7737OG501,H,1,Brian Christensen,Frozone
314,Fall,2022,Registered(06/06/2022),Bus Mgmt Marketing,SR,Female,No,No,5,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,288ERBX1630CD124,NA,NA,NA,#N/A
315,Fall,2023,Registered(06/13/2023),Business Management,JR,Male,No,No,1,N,N/A,N/A,N/A,N/A,N/A,630ZYYE3039OP393,A,2,Scott Pope,CheFigo
316,Winter,2023,Registered(11/21/2022),International Studies,SR,Male,No,Yes,2,N,NA,N/A,N/A,N/A,N/A,131OUSP9750VT362,B,3,Robert Wilson,Unboxed
317,Winter,2023,Registered(11/08/2022),Business Management,JR,Female,No,No,4,Y,Daytime Operations (8AM-2PM),Very Interested,Very Interested,Very Interested,Indifferent or No Opinion,949OHKF5673AS942,D,1,Alan Thompson,Swift Blend
318,Fall,2023,Registered(06/08/2023),Bus Mgmt Marketing,JR,Male,No,No,5,N,N/A,N/A,N/A,N/A,N/A,233UHPR1202DN645,E,3,Jared Peterson,Off-Shore
319,Spring,2023,Registered(04/01/2023),Business Management,SO,Female,No,No,4,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,Very Interested,145QOOM7385BM288,D,2,Jared Peterson,Dashing Dough
320,Spring,2023,Registered(03/13/2023),Bus Mgmt Marketing,SO,Male,No,No,8,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Indifferent or No Opinion,Very Interested,Not Interested,138CATE1181YQ689,H,3,Charlie Crump,Dippers
321,Fall,2023,Registered(06/07/2023),Graphic Design,SR,Male,No,Yes,3,Y,I'm fine with either option,Very Interested,Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,978PQBB5060CN310,C,1,Rob Tietjen,Tia Tortilla
322,Spring,2023,Registered(03/07/2023),Recreation Management,SR,Female,No,Yes,5,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Indifferent or No Opinion,Very Interested,Very Interested,758PHLU6119VT530,E,1,Jared Eberhard,Bussin' Butter
323,Fall,2022,Registered(06/03/2022),FCS Apparel Entrepreneur,SR,Female,No,Yes,5,Y,Daytime,Very Interested,No Opinion,No Opinion,Very Interested,656DKHS2997QR397,NA,NA,NA,#N/A
324,Spring,2022,Registered(03/16/2022),Business Management Ops,SR,Male,No,No,7,Y,I'm fine with either option,Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,Very Interested,133RNIM9911GO778,NA,NA,NA,#N/A
325,Fall,2023,Registered(06/13/2023),Business Management,SO,Male,No,No,9,Y,Daytime Operations (8AM-2PM roughly),Not Interested,Very Interested,Very Interested,Not Interested,441YJKM6319WU215,I,2,Dave Rowe,Sunday Blues
326,Spring,2023,Registered(03/08/2023),Business Management,SR,Male,No,No,5,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Not Interested,Very Interested,Indifferent or No Opinion,755QFQD9101CI808,E,2,Jared Eberhard,Bussin' Butter
327,Fall,2022,Registered(06/07/2022),Bus Mgmt Marketing,SR,Female,No,No,1,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,767YYRF9196GC836,NA,NA,NA,#N/A
328,Spring,2022,Registered(03/14/2022),Bus Mgmt Marketing,SO,Male,No,No,6,Y,NA,Indifferent or No Opinion,Very Interested,Very Interested,Indifferent or No Opinion,501SGEZ1459CS751,NA,NA,NA,#N/A
329,Spring,2023,Registered(03/27/2023),Automotive Tech Mgmt,SR,Male,No,Yes,2,Y,Evening Operations (8-11AM & 7-10PM roughly),Very Interested,Not Interested,Not Interested,Not Interested,207IMUO1249XN124,B,3,Rob Tietjen,Walk'in Tacos
330,Spring,2023,Registered(03/03/2023),Bus Mgmt Marketing,SR,Female,No,No,1,Y,Daytime Operations (8AM-2PM roughly),Not Interested,Very Interested,Very Interested,Indifferent or No Opinion,162OFLW1976PK372,A,1,Scott Pope,1793 & Co
331,Spring,2023,Registered(03/09/2023),Health Care Admin,JR,Male,No,Yes,3,N,NA,N/A,N/A,N/A,N/A,215UXWY1540YH382,C,3,Chris Boyce,The Chap Shack
332,Spring,2023,Registered(03/03/2023),Business Management,SR,Male,No,No,9,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Not Interested,Indifferent or No Opinion,819MTPQ1770XF802,I,2,Dave Rowe,Easy Peasy
333,Fall,2023,Registered(06/12/2023),Bus Mgmt Marketing,SO,Male,No,No,6,N,N/A,N/A,N/A,N/A,N/A,368YOAC7746OI830,F,3,Kent Lundin,On-A-Stick
334,Spring,2023,Registered(03/14/2023),Business Management,JR,Male,No,No,3,N,NA,N/A,N/A,N/A,N/A,811YEJB1379YQ416,C,3,Chris Boyce,The Chap Shack
335,Spring,2022,Registered(03/05/2022),FCS Apparel Entrepreneur,SR,Female,No,Yes,6,Y,Daytime Operations (8AM-2PM),Not Interested,Very Interested,Very Interested,Indifferent or No Opinion,121UHHU8938ZA129,NA,NA,NA,#N/A
336,Winter,2023,Registered(11/08/2022),Bus Mgmt Marketing,JR,Male,No,No,8,Y,Daytime Operations (8AM-2PM),Very Interested,Very Interested,Indifferent or No Opinion,Not Interested,644VLRC7892AH403,H,2,Jared Eberhard,Wickalicous
337,Spring,2022,Registered(03/17/2022),Bus Mgmt Marketing,SO,Male,No,No,3,N,NA,N/A,N/A,N/A,N/A,144ZQFA4582RM859,NA,NA,NA,#N/A
338,Spring,2023,Registered(03/04/2023),International Studies,SR,Male,No,Yes,2,Y,Evening Operations (8-11AM & 7-10PM roughly),Very Interested,Indifferent or No Opinion,Very Interested,Indifferent or No Opinion,773JDLN7623EO558,B,2,Rob Tietjen,Walk'in Tacos
339,Winter,2023,Registered(11/11/2022),Business Management,SO,Male,No,No,8,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,129FDLN3466YJ276,H,3,Jared Eberhard,Wickalicous
340,Spring,2022,Registered(03/24/2022),Bus Mgmt Marketing,JR,Female,No,No,6,N,NA,N/A,N/A,N/A,N/A,483IUJZ1821RP923,NA,NA,NA,#N/A
341,Winter,2023,Registered(11/11/2022),Business Management,JR,Male,No,No,3,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Not Interested,Indifferent or No Opinion,Indifferent or No Opinion,723IOZW9896MH318,C,2,Drew Eager,Rogers
342,Spring,2023,Registered(03/12/2023),Bus Mgmt Marketing,SO,Female,No,No,8,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Not Interested,Indifferent or No Opinion,Very Interested,346UJSV8682LC698,H,1,Charlie Crump,Dippers
343,Winter,2023,Registered(12/12/2022),Bus Mgmt Marketing,JR,Male,No,No,7,Y,Daytime Operations (8AM-2PM),Not Interested,Not Interested,Very Interested,Not Interested,912MMSC1195TQ676,G,2,Jared Peterson,MemoRays
344,Winter,2023,Registered(11/03/2022),Business Finance,SR,Male,Yes,No,5,N,NA,N/A,N/A,N/A,N/A,474JDUJ1726QL890,E,3,Rob Tietjen,After Hours
345,Winter,2023,Registered(12/28/2022),Business Analytics,SO,Male,No,No,1,N,NA,N/A,N/A,N/A,N/A,740IYGF5366TR978,A,2,Charlie Crump,Golden Links
346,Winter,2023,Registered(11/15/2022),Business Management,SO,Female,No,No,6,Y,Daytime Operations (8AM-2PM),Not Interested,Indifferent or No Opinion,Very Interested,Very Interested,152VLKH9825ZO735,F,3,Chris Boyce,CereALLS
347,Spring,2023,Registered(03/13/2023),Computer Info Technology,SO,Male,No,Yes,1,Y,Daytime Operations (8AM-2PM roughly),Not Interested,Very Interested,Very Interested,Not Interested,603EBNC7615LN964,A,3,Scott Pope,1793 & Co
348,Fall,2022,Registered(09/02/2022),Bus Mgmt Marketing,SO,Female,No,No,8,Y,NA,NA,NA,NA,NA,704MTAA4830VU577,NA,NA,NA,#N/A
349,Fall,2022,Registered(06/06/2022),Business Management,SR,Male,No,No,7,Y,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,752WKKJ9946GM292,NA,NA,NA,#N/A
350,Spring,2022,Registered(03/10/2022),Bus Mgmt Marketing,SR,Female,No,No,1,N,NA,N/A,N/A,N/A,N/A,665UMWU5837BL809,NA,NA,NA,#N/A
351,Fall,2023,Registered(06/05/2023),Business Management,SR,Female,No,No,7,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Not Interested,Very Interested,Indifferent or No Opinion,310FWYS3336TU607,G,2,Drew Eagar,Mac Dad
352,Fall,2023,Registered(06/07/2023),Business Management,SR,Male,No,No,8,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Not Interested,Not Interested,Very Interested,762TASD1121HW799,H,1,Brian Christensen,Frozone
353,Winter,2023,Registered(11/08/2022),Business Management,SR,Male,No,No,6,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,959HLEQ3259HL611,F,2,Chris Boyce,CereALLS
354,Fall,2023,Registered(06/09/2023),Psychology,JR,Male,No,Yes,6,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,Not Interested,483CFLZ7019BC173,F,1,Kent Lundin,On-A-Stick
355,Fall,2023,Registered(06/09/2023),Bus Mgmt Marketing,JR,Female,No,No,1,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Very Interested,Not Interested,Indifferent or No Opinion,132OEQE2972XT935,A,2,Scott Pope,CheFigo
356,Fall,2022,Registered(06/08/2022),Business Management,JR,Male,No,No,4,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,605PTDF7222PA435,NA,NA,NA,#N/A
357,Fall,2022,Registered(06/10/2022),Bus Mgmt Marketing,SR,Female,No,No,3,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,868UAFA4902DK884,NA,NA,NA,#N/A
358,Fall,2022,Registered(06/10/2022),Bus Mgmt Marketing,JR,Male,No,No,8,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,548KFNM3563KD858,NA,NA,NA,#N/A
359,Fall,2023,Registered(06/06/2023),Bus Mgmt Marketing,SR,Female,No,No,7,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Very Interested,Very Interested,Indifferent or No Opinion,667IQAX3607ZP720,G,3,Drew Eagar,Mac Dad
360,Fall,2023,Registered(06/07/2023),Bus Mgmt Marketing,JR,Female,No,No,4,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Indifferent or No Opinion,Not Interested,Indifferent or No Opinion,806JRSL1786YM346,D,2,Chris Boyce,Your Signature Jewlery
361,Fall,2023,Registered(07/26/2023),Business Management,SR,Female,No,No,2,N,N/A,N/A,N/A,N/A,N/A,940CGSR3423HW776,B,3,Mary Maroon,Homeslice
362,Fall,2023,Registered(06/07/2023),Bus Mgmt Marketing,JR,Female,No,No,6,N,N/A,N/A,N/A,N/A,N/A,202XBRW4861LR582,F,3,Kent Lundin,On-A-Stick
363,Spring,2023,Registered(03/20/2023),Bus Mgmt Marketing,FR,Male,No,No,7,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,626FZUM1020QG708,G,2,Brian Christensen,Brims
364,Winter,2023,Registered(11/07/2022),Bus Mgmt Marketing,SR,Female,No,No,7,N,NA,N/A,N/A,N/A,N/A,318MGVN5433JV136,G,2,Jared Peterson,MemoRays
365,Fall,2022,Registered(06/07/2022),Business Management,JR,Male,No,No,3,Y,Daytime,No Opinion,Very Interested,Very Interested,Very Interested,685TTQM9045IW988,NA,NA,NA,#N/A
366,Winter,2023,Registered(11/03/2022),Business Management,SR,Male,No,No,2,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,486LBSN9757VB435,B,3,Robert Wilson,Unboxed
367,Spring,2023,Registered(03/10/2023),Business Management,SO,Female,No,No,7,Y,Daytime Operations (8AM-2PM roughly),Not Interested,Very Interested,Indifferent or No Opinion,Not Interested,718GEJZ8115XL970,G,2,Brian Christensen,Brims
368,Winter,2023,Registered(12/05/2022),Bus Mgmt Marketing,SO,Male,No,No,3,N,NA,N/A,N/A,N/A,N/A,544ODTS4977OL947,C,2,Drew Eager,Rogers
369,Spring,2022,Registered(03/09/2022),Bus Mgmt Marketing,JR,Male,No,No,7,Y,Daytime Operations (8AM-2PM),Very Interested,Very Interested,Not Interested,Not Interested,672LTSR5203ZM916,NA,NA,NA,#N/A
370,Spring,2023,Registered(03/07/2023),Automotive Tech Mgmt,SR,Male,No,Yes,9,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Indifferent or No Opinion,Very Interested,Indifferent or No Opinion,286ACVH8478IK186,I,1,Dave Rowe,Easy Peasy
371,Fall,2022,Registered(06/07/2022),Interdisciplinary,SR,Female,No,Yes,4,Y,Daytime,Very Interested,Not Interested,No Opinion,Very Interested,666SOCD2976MP667,NA,NA,NA,#N/A
372,Spring,2022,Registered(03/08/2022),Graphic Design,JR,Female,No,Yes,7,Y,NA,Indifferent or No Opinion,Very Interested,Very Interested,Not Interested,170IPIJ7549ZN790,NA,NA,NA,#N/A
373,Spring,2023,Registered(03/06/2023),Business Management,SR,Male,No,No,5,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Indifferent or No Opinion,Very Interested,Very Interested,954GICV1009RA100,E,1,Jared Eberhard,Bussin' Butter
374,Fall,2023,Registered(06/05/2023),Business Management,SR,Male,No,No,4,N,N/A,N/A,N/A,N/A,N/A,545SGHO9814OL486,D,3,Chris Boyce,Your Signature Jewlery
375,Spring,2023,Registered(03/07/2023),Bus Mgmt Marketing,JR,Male,No,No,5,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Very Interested,Very Interested,Not Interested,916ACTW7972KP983,E,2,Jared Eberhard,Bussin' Butter
